configuracao_a,configuracao_b,silhueta_media_a,silhueta_media_b,diferenca_media,intervalo_95_inferior,intervalo_95_superior,vezes_que_a_venceu_pct,diferenca_significativa,n_reamostragens
D,C,0.2423,0.2561,-0.0139,-0.0323,-0.001,1.5,True,200
